MEP	ECMp	Ligand	Spot Cell Count	2N DNA Proportion	EdU+ Proportion
ALCAM|1_PDGFB|1	ALCAM|1	PDGFB|1	8.755	1.3965	-2.4245
BCAN|1_PDGFB|1	BCAN|1	PDGFB|1	8.765	1.5201	-2.6192
BGN_PDGFB|1	BGN	PDGFB|1	8.813	1.4337	-2.5367
CD44|1_PDGFB|1	CD44|1	PDGFB|1	8.772	1.3078	-2.5517
CDH15_PDGFB|1	CDH15	PDGFB|1	8.886	1.4204	-2.6734
CDH1|1_PDGFB|1	CDH1|1	PDGFB|1	8.815	1.4278	-2.5645
CDH20_PDGFB|1	CDH20	PDGFB|1	8.701	1.5347	-2.553
CDH3|1_PDGFB|1	CDH3|1	PDGFB|1	8.722	1.468	-2.4606
CDH6|1_PDGFB|1	CDH6|1	PDGFB|1	8.796	1.3051	-2.6706
CDH8_PDGFB|1	CDH8	PDGFB|1	8.765	1.2629	-2.594
CEACAM6_PDGFB|1	CEACAM6	PDGFB|1	8.777	1.4116	-2.5727
COL1_PDGFB|1	COL1	PDGFB|1	8.776	1.3265	-2.3944
COL23A1|1_PDGFB|1	COL23A1|1	PDGFB|1	8.717	1.275	-2.5421
COL2A1|2_PDGFB|1	COL2A1|2	PDGFB|1	8.758	1.1581	-2.5092
COL3A1|1_PDGFB|1	COL3A1|1	PDGFB|1	8.827	1.4101	-2.6177
COL4_PDGFB|1	COL4	PDGFB|1	8.89	1.5991	-2.5151
COL5A1_PDGFB|1	COL5A1	PDGFB|1	8.553	1.0809	-2.3189
DCN|A_PDGFB|1	DCN|A	PDGFB|1	8.774	1.3433	-2.5758
DSG2_PDGFB|1	DSG2	PDGFB|1	8.873	1.3863	-2.4941
ECM1|1_PDGFB|1	ECM1|1	PDGFB|1	8.795	1.3449	-2.5825
ELN|3_PDGFB|1	ELN|3	PDGFB|1	6.846	1.5217	-1.7861
FBN1_PDGFB|1	FBN1	PDGFB|1	8.907	1.6211	-2.682
FN1|1_PDGFB|1	FN1|1	PDGFB|1	8.885	1.351	-2.5769
GAP43|1_PDGFB|1	GAP43|1	PDGFB|1	8.791	1.3761	-2.5887
HA<500kDa_PDGFB|1	HA<500kDa	PDGFB|1	8.847	1.4835	-2.6349
HA>500kDa_PDGFB|1	HA>500kDa	PDGFB|1	8.766	1.3207	-2.6079
ICAM1_PDGFB|1	ICAM1	PDGFB|1	8.841	1.3609	-2.4925
ITGA10B1_PDGFB|1	ITGA10B1	PDGFB|1	8.77	1.4237	-2.5641
ITGA2B1_PDGFB|1	ITGA2B1	PDGFB|1	8.799	1.4921	-2.5738
ITGA3B1_PDGFB|1	ITGA3B1	PDGFB|1	8.693	1.3858	-2.5557
ITGA4B1_PDGFB|1	ITGA4B1	PDGFB|1	8.775	1.5744	-2.5159
ITGA6B4_PDGFB|1	ITGA6B4	PDGFB|1	8.77	1.4922	-2.7788
ITGA9B1_PDGFB|1	ITGA9B1	PDGFB|1	8.78	1.4281	-2.6202
ITGAMB2_PDGFB|1	ITGAMB2	PDGFB|1	8.758	1.0906	-2.5448
ITGAVB6_PDGFB|1	ITGAVB6	PDGFB|1	8.781	1.5071	-2.5205
LAMB1_PDGFB|1	LAMB1	PDGFB|1	8.631	1.3058	-2.3397
LUM_PDGFB|1	LUM	PDGFB|1	8.774	1.4901	-2.6262
Laminin3B32_PDGFB|1	Laminin3B32	PDGFB|1	8.805	1.3433	-2.441
NID1|1_PDGFB|1	NID1|1	PDGFB|1	6.011	1.5533	-1.4464
OMD_PDGFB|1	OMD	PDGFB|1	8.944	1.5305	-2.6322
PECAM1|Long_PDGFB|1	PECAM1|Long	PDGFB|1	8.877	1.6649	-2.5556
POSTN|1_PDGFB|1	POSTN|1	PDGFB|1	8.807	1.4517	-2.6978
SPARC_PDGFB|1	SPARC	PDGFB|1	8.792	1.4678	-2.4728
SPP1|A_PDGFB|1	SPP1|A	PDGFB|1	8.687	1.4308	-2.4042
THBS1|1_PDGFB|1	THBS1|1	PDGFB|1	8.784	1.8226	-2.5028
TNC|1_PDGFB|1	TNC|1	PDGFB|1	8.779	1.5714	-2.5319
VCAM1|1_PDGFB|1	VCAM1|1	PDGFB|1	8.722	1.3705	-2.3223
VTN_PDGFB|1	VTN	PDGFB|1	8.873	1.4921	-2.5216
ALCAM|1_PTN	ALCAM|1	PTN	8.809	1.4566	-2.4387
BCAN|1_PTN	BCAN|1	PTN	8.907	1.735	-2.6457
BGN_PTN	BGN	PTN	9.017	1.5893	-2.5018
CD44|1_PTN	CD44|1	PTN	8.878	1.534	-2.5133
CDH15_PTN	CDH15	PTN	8.96	1.4514	-2.4818
CDH1|1_PTN	CDH1|1	PTN	8.853	1.5906	-2.5628
CDH20_PTN	CDH20	PTN	8.822	1.4234	-2.4794
CDH3|1_PTN	CDH3|1	PTN	8.872	1.5638	-2.4749
CDH6|1_PTN	CDH6|1	PTN	8.83	1.3415	-2.463
CDH8_PTN	CDH8	PTN	8.874	1.5295	-2.3915
CEACAM6_PTN	CEACAM6	PTN	8.76	1.4555	-2.4608
COL1_PTN	COL1	PTN	8.84	1.3668	-2.5405
COL23A1|1_PTN	COL23A1|1	PTN	8.938	1.5039	-2.5355
COL2A1|2_PTN	COL2A1|2	PTN	8.759	1.3499	-2.5131
COL3A1|1_PTN	COL3A1|1	PTN	8.901	1.367	-2.4318
COL4_PTN	COL4	PTN	9.159	1.722	-2.6898
COL5A1_PTN	COL5A1	PTN	8.92	1.4282	-2.5024
DCN|A_PTN	DCN|A	PTN	8.826	1.54	-2.5161
DSG2_PTN	DSG2	PTN	8.903	1.7604	-2.5054
ECM1|1_PTN	ECM1|1	PTN	8.907	1.4931	-2.5817
ELN|3_PTN	ELN|3	PTN	8.307	1.4451	-2.2491
FBN1_PTN	FBN1	PTN	8.712	1.3181	-2.5632
FN1|1_PTN	FN1|1	PTN	9.093	1.8079	-2.8218
GAP43|1_PTN	GAP43|1	PTN	8.947	1.5209	-2.4579
HA<500kDa_PTN	HA<500kDa	PTN	8.891	1.5611	-2.6569
HA>500kDa_PTN	HA>500kDa	PTN	8.934	1.4113	-2.5951
ICAM1_PTN	ICAM1	PTN	8.867	1.5783	-2.4795
ITGA10B1_PTN	ITGA10B1	PTN	8.847	1.5387	-2.5585
ITGA2B1_PTN	ITGA2B1	PTN	8.848	1.6629	-2.6872
ITGA3B1_PTN	ITGA3B1	PTN	8.929	1.4778	-2.5324
ITGA4B1_PTN	ITGA4B1	PTN	8.922	1.3759	-2.5988
ITGA6B4_PTN	ITGA6B4	PTN	8.893	1.567	-2.5481
ITGA9B1_PTN	ITGA9B1	PTN	8.953	1.5095	-2.5375
ITGAMB2_PTN	ITGAMB2	PTN	8.805	1.5083	-2.4614
ITGAVB6_PTN	ITGAVB6	PTN	8.906	1.5545	-2.5284
LAMB1_PTN	LAMB1	PTN	8.634	1.371	-2.4112
LUM_PTN	LUM	PTN	9.131	1.6676	-2.6456
Laminin3B32_PTN	Laminin3B32	PTN	8.807	1.4873	-2.4551
NID1|1_PTN	NID1|1	PTN	7.906	1.855	-1.8764
OMD_PTN	OMD	PTN	8.934	1.6832	-2.8633
PECAM1|Long_PTN	PECAM1|Long	PTN	8.87	1.6064	-2.5829
POSTN|1_PTN	POSTN|1	PTN	8.766	1.2281	-2.4171
SPARC_PTN	SPARC	PTN	8.889	1.3055	-2.2765
SPP1|A_PTN	SPP1|A	PTN	8.867	1.5386	-2.6122
THBS1|1_PTN	THBS1|1	PTN	8.806	1.9776	-2.6111
TNC|1_PTN	TNC|1	PTN	8.989	1.7077	-2.6399
VCAM1|1_PTN	VCAM1|1	PTN	8.78	1.4702	-2.5458
VTN_PTN	VTN	PTN	8.862	1.5995	-2.5677
ALCAM|1_SHH	ALCAM|1	SHH	8.605	1.3141	-2.5644
BCAN|1_SHH	BCAN|1	SHH	8.662	1.7253	-2.5097
BGN_SHH	BGN	SHH	8.742	1.5992	-2.657
CD44|1_SHH	CD44|1	SHH	8.587	1.4408	-2.3473
CDH15_SHH	CDH15	SHH	8.531	1.4452	-2.455
CDH1|1_SHH	CDH1|1	SHH	8.843	1.6057	-2.5908
CDH20_SHH	CDH20	SHH	8.719	1.4145	-2.7317
CDH3|1_SHH	CDH3|1	SHH	8.79	1.5891	-2.6953
CDH6|1_SHH	CDH6|1	SHH	8.723	1.3963	-2.5685
CDH8_SHH	CDH8	SHH	8.619	1.3692	-2.6622
CEACAM6_SHH	CEACAM6	SHH	8.737	1.4642	-2.6869
COL1_SHH	COL1	SHH	8.612	1.3085	-2.5934
COL23A1|1_SHH	COL23A1|1	SHH	8.694	1.116	-2.3255
COL2A1|2_SHH	COL2A1|2	SHH	8.616	1.4197	-2.4595
COL3A1|1_SHH	COL3A1|1	SHH	8.663	1.3502	-2.5665
COL4_SHH	COL4	SHH	8.777	1.4948	-2.6333
COL5A1_SHH	COL5A1	SHH	8.387	1.2307	-2.321
DCN|A_SHH	DCN|A	SHH	8.668	1.4534	-2.5836
DSG2_SHH	DSG2	SHH	8.688	1.3321	-2.6209
ECM1|1_SHH	ECM1|1	SHH	8.72	1.2077	-2.5719
ELN|3_SHH	ELN|3	SHH	7.877	1.2693	-1.8177
FBN1_SHH	FBN1	SHH	8.561	1.5416	-2.6686
FN1|1_SHH	FN1|1	SHH	8.778	1.4802	-2.558
GAP43|1_SHH	GAP43|1	SHH	8.517	1.4176	-2.5805
HA<500kDa_SHH	HA<500kDa	SHH	8.678	1.364	-2.524
HA>500kDa_SHH	HA>500kDa	SHH	8.637	1.2765	-2.5497
ICAM1_SHH	ICAM1	SHH	8.469	1.4747	-2.6946
ITGA10B1_SHH	ITGA10B1	SHH	8.516	1.496	-2.4422
ITGA2B1_SHH	ITGA2B1	SHH	8.486	1.5512	-2.6405
ITGA3B1_SHH	ITGA3B1	SHH	8.444	1.6524	-2.5502
ITGA4B1_SHH	ITGA4B1	SHH	8.607	1.4409	-2.6842
ITGA6B4_SHH	ITGA6B4	SHH	8.539	1.5299	-2.4334
ITGA9B1_SHH	ITGA9B1	SHH	8.583	1.5474	-2.3546
ITGAMB2_SHH	ITGAMB2	SHH	8.61	1.4027	-2.4832
ITGAVB6_SHH	ITGAVB6	SHH	8.771	1.5842	-2.4861
LAMB1_SHH	LAMB1	SHH	8.507	1.5401	-2.3001
LUM_SHH	LUM	SHH	8.703	1.3042	-2.5433
Laminin3B32_SHH	Laminin3B32	SHH	8.771	1.3177	-2.4643
NID1|1_SHH	NID1|1	SHH	7.792	1.5206	-1.6782
OMD_SHH	OMD	SHH	8.81	1.6728	-2.8702
PECAM1|Long_SHH	PECAM1|Long	SHH	8.662	1.5642	-2.5365
POSTN|1_SHH	POSTN|1	SHH	8.516	1.1979	-2.4806
SPARC_SHH	SPARC	SHH	8.681	1.4612	-2.428
SPP1|A_SHH	SPP1|A	SHH	8.687	1.3422	-2.4004
THBS1|1_SHH	THBS1|1	SHH	8.641	2.102	-2.7679
TNC|1_SHH	TNC|1	SHH	8.702	1.6065	-2.6876
VCAM1|1_SHH	VCAM1|1	SHH	8.641	1.4725	-2.3922
VTN_SHH	VTN	SHH	8.758	1.377	-2.4674
ALCAM|1_TGFB1||Cterminus	ALCAM|1	TGFB1||Cterminus	8.631	1.2735	-2.5747
BCAN|1_TGFB1||Cterminus	BCAN|1	TGFB1||Cterminus	8.713	1.4714	-2.4323
BGN_TGFB1||Cterminus	BGN	TGFB1||Cterminus	8.847	1.2765	-2.2683
CD44|1_TGFB1||Cterminus	CD44|1	TGFB1||Cterminus	8.563	1.3699	-2.3334
CDH15_TGFB1||Cterminus	CDH15	TGFB1||Cterminus	8.671	1.2318	-2.4257
CDH1|1_TGFB1||Cterminus	CDH1|1	TGFB1||Cterminus	8.56	1.6561	-2.2866
CDH20_TGFB1||Cterminus	CDH20	TGFB1||Cterminus	8.439	1.5287	-2.1994
CDH3|1_TGFB1||Cterminus	CDH3|1	TGFB1||Cterminus	8.581	1.4347	-2.3065
CDH6|1_TGFB1||Cterminus	CDH6|1	TGFB1||Cterminus	7.732	1.1614	-2.2971
CDH8_TGFB1||Cterminus	CDH8	TGFB1||Cterminus	8.571	1.3465	-2.2027
CEACAM6_TGFB1||Cterminus	CEACAM6	TGFB1||Cterminus	8.708	1.1958	-2.4152
COL1_TGFB1||Cterminus	COL1	TGFB1||Cterminus	7.786	1.0727	-2.2722
COL23A1|1_TGFB1||Cterminus	COL23A1|1	TGFB1||Cterminus	8.531	0.8378	-2.341
COL2A1|2_TGFB1||Cterminus	COL2A1|2	TGFB1||Cterminus	8.265	1.0803	-2.1053
COL3A1|1_TGFB1||Cterminus	COL3A1|1	TGFB1||Cterminus	8.621	1.251	-2.2436
COL4_TGFB1||Cterminus	COL4	TGFB1||Cterminus	8.538	1.1742	-2.3717
COL5A1_TGFB1||Cterminus	COL5A1	TGFB1||Cterminus	7.604	0.505	-1.583
DCN|A_TGFB1||Cterminus	DCN|A	TGFB1||Cterminus	8.508	1.5658	-2.4618
DSG2_TGFB1||Cterminus	DSG2	TGFB1||Cterminus	8.502	1.4612	-2.459
ECM1|1_TGFB1||Cterminus	ECM1|1	TGFB1||Cterminus	8.482	1.0427	-2.5834
ELN|3_TGFB1||Cterminus	ELN|3	TGFB1||Cterminus	7.983	1.106	-1.8675
FBN1_TGFB1||Cterminus	FBN1	TGFB1||Cterminus	8.746	1.2585	-2.4861
FN1|1_TGFB1||Cterminus	FN1|1	TGFB1||Cterminus	8.808	1.307	-2.3767
GAP43|1_TGFB1||Cterminus	GAP43|1	TGFB1||Cterminus	8.75	1.3546	-2.345
HA<500kDa_TGFB1||Cterminus	HA<500kDa	TGFB1||Cterminus	8.601	1.4324	-2.4353
HA>500kDa_TGFB1||Cterminus	HA>500kDa	TGFB1||Cterminus	8.332	1.5294	-2.2783
ICAM1_TGFB1||Cterminus	ICAM1	TGFB1||Cterminus	8.821	1.5981	-2.3733
ITGA10B1_TGFB1||Cterminus	ITGA10B1	TGFB1||Cterminus	8.465	1.4774	-2.4851
ITGA2B1_TGFB1||Cterminus	ITGA2B1	TGFB1||Cterminus	8.732	1.3267	-2.3564
ITGA3B1_TGFB1||Cterminus	ITGA3B1	TGFB1||Cterminus	8.299	0.917	-2.2203
ITGA4B1_TGFB1||Cterminus	ITGA4B1	TGFB1||Cterminus	8.458	1.301	-2.4526
ITGA6B4_TGFB1||Cterminus	ITGA6B4	TGFB1||Cterminus	8.785	1.4473	-2.3728
ITGA9B1_TGFB1||Cterminus	ITGA9B1	TGFB1||Cterminus	8.36	1.2604	-2.3011
ITGAMB2_TGFB1||Cterminus	ITGAMB2	TGFB1||Cterminus	9.103	1.5905	-2.2529
ITGAVB6_TGFB1||Cterminus	ITGAVB6	TGFB1||Cterminus	8.268	1.459	-2.2779
LAMB1_TGFB1||Cterminus	LAMB1	TGFB1||Cterminus	8.806	1.5725	-2.4618
LUM_TGFB1||Cterminus	LUM	TGFB1||Cterminus	8.263	1.2039	-2.2713
Laminin3B32_TGFB1||Cterminus	Laminin3B32	TGFB1||Cterminus	8.705	1.2438	-2.259
NID1|1_TGFB1||Cterminus	NID1|1	TGFB1||Cterminus	8.262	1.275	-1.7094
OMD_TGFB1||Cterminus	OMD	TGFB1||Cterminus	8.802	1.2249	-2.2216
PECAM1|Long_TGFB1||Cterminus	PECAM1|Long	TGFB1||Cterminus	8.576	1.3649	-2.278
POSTN|1_TGFB1||Cterminus	POSTN|1	TGFB1||Cterminus	8.476	1.352	-2.4446
SPARC_TGFB1||Cterminus	SPARC	TGFB1||Cterminus	8.172	1.2747	-2.0478
SPP1|A_TGFB1||Cterminus	SPP1|A	TGFB1||Cterminus	8.829	1.2362	-2.4811
THBS1|1_TGFB1||Cterminus	THBS1|1	TGFB1||Cterminus	8.902	1.8899	-2.3969
TNC|1_TGFB1||Cterminus	TNC|1	TGFB1||Cterminus	8.394	1.6791	-2.5045
VCAM1|1_TGFB1||Cterminus	VCAM1|1	TGFB1||Cterminus	8.334	1.4063	-2.1791
VTN_TGFB1||Cterminus	VTN	TGFB1||Cterminus	8.648	1.4542	-2.2007
ALCAM|1_TGFB1||LAP	ALCAM|1	TGFB1||LAP	8.53	1.468	-2.5644
BCAN|1_TGFB1||LAP	BCAN|1	TGFB1||LAP	8.626	1.3091	-2.6584
BGN_TGFB1||LAP	BGN	TGFB1||LAP	8.831	1.2645	-2.6808
CD44|1_TGFB1||LAP	CD44|1	TGFB1||LAP	8.711	1.2323	-2.412
CDH15_TGFB1||LAP	CDH15	TGFB1||LAP	8.761	1.4076	-2.7396
CDH1|1_TGFB1||LAP	CDH1|1	TGFB1||LAP	8.758	1.4804	-2.7756
CDH20_TGFB1||LAP	CDH20	TGFB1||LAP	8.603	1.2687	-2.4808
CDH3|1_TGFB1||LAP	CDH3|1	TGFB1||LAP	8.794	1.2872	-2.6702
CDH6|1_TGFB1||LAP	CDH6|1	TGFB1||LAP	8.779	1.2761	-2.5769
CDH8_TGFB1||LAP	CDH8	TGFB1||LAP	8.899	1.1756	-2.7028
CEACAM6_TGFB1||LAP	CEACAM6	TGFB1||LAP	8.863	1.3281	-2.5073
COL1_TGFB1||LAP	COL1	TGFB1||LAP	8.806	1.0917	-2.5228
COL23A1|1_TGFB1||LAP	COL23A1|1	TGFB1||LAP	8.869	1.3032	-2.5139
COL2A1|2_TGFB1||LAP	COL2A1|2	TGFB1||LAP	8.804	1.1337	-2.5318
COL3A1|1_TGFB1||LAP	COL3A1|1	TGFB1||LAP	8.76	1.3586	-2.5934
COL4_TGFB1||LAP	COL4	TGFB1||LAP	8.842	1.5392	-2.5692
COL5A1_TGFB1||LAP	COL5A1	TGFB1||LAP	8.595	1.1632	-2.3588
DCN|A_TGFB1||LAP	DCN|A	TGFB1||LAP	8.74	1.2946	-2.6419
DSG2_TGFB1||LAP	DSG2	TGFB1||LAP	8.768	1.5391	-2.498
ECM1|1_TGFB1||LAP	ECM1|1	TGFB1||LAP	8.8	1.2726	-2.6328
ELN|3_TGFB1||LAP	ELN|3	TGFB1||LAP	7.463	1.4384	-1.7855
FBN1_TGFB1||LAP	FBN1	TGFB1||LAP	8.859	1.4652	-2.528
FN1|1_TGFB1||LAP	FN1|1	TGFB1||LAP	8.827	1.5793	-2.4771
GAP43|1_TGFB1||LAP	GAP43|1	TGFB1||LAP	8.843	1.3878	-2.6745
HA<500kDa_TGFB1||LAP	HA<500kDa	TGFB1||LAP	8.786	1.2625	-2.5736
HA>500kDa_TGFB1||LAP	HA>500kDa	TGFB1||LAP	8.748	1.2882	-2.5726
ICAM1_TGFB1||LAP	ICAM1	TGFB1||LAP	8.901	1.4182	-2.5132
ITGA10B1_TGFB1||LAP	ITGA10B1	TGFB1||LAP	8.831	1.2747	-2.6077
ITGA2B1_TGFB1||LAP	ITGA2B1	TGFB1||LAP	8.745	1.3973	-2.6878
ITGA3B1_TGFB1||LAP	ITGA3B1	TGFB1||LAP	8.656	1.3939	-2.6447
ITGA4B1_TGFB1||LAP	ITGA4B1	TGFB1||LAP	8.763	1.5486	-2.3481
ITGA6B4_TGFB1||LAP	ITGA6B4	TGFB1||LAP	8.734	1.3097	-2.4754
ITGA9B1_TGFB1||LAP	ITGA9B1	TGFB1||LAP	8.691	1.3918	-2.6171
ITGAMB2_TGFB1||LAP	ITGAMB2	TGFB1||LAP	8.755	1.3912	-2.5738
ITGAVB6_TGFB1||LAP	ITGAVB6	TGFB1||LAP	8.724	1.4738	-2.5952
LAMB1_TGFB1||LAP	LAMB1	TGFB1||LAP	8.808	1.4037	-2.5567
LUM_TGFB1||LAP	LUM	TGFB1||LAP	8.851	1.6139	-2.8459
Laminin3B32_TGFB1||LAP	Laminin3B32	TGFB1||LAP	8.764	1.5056	-2.7499
NID1|1_TGFB1||LAP	NID1|1	TGFB1||LAP	7.755	1.8706	-1.3498
OMD_TGFB1||LAP	OMD	TGFB1||LAP	8.934	1.6407	-2.7528
PECAM1|Long_TGFB1||LAP	PECAM1|Long	TGFB1||LAP	8.747	1.2621	-2.53
POSTN|1_TGFB1||LAP	POSTN|1	TGFB1||LAP	8.752	1.3817	-2.4286
SPARC_TGFB1||LAP	SPARC	TGFB1||LAP	8.782	1.5983	-2.4601
SPP1|A_TGFB1||LAP	SPP1|A	TGFB1||LAP	8.729	1.4636	-2.4475
THBS1|1_TGFB1||LAP	THBS1|1	TGFB1||LAP	8.879	1.7551	-2.7279
TNC|1_TGFB1||LAP	TNC|1	TGFB1||LAP	9.001	1.6683	-2.6469
VCAM1|1_TGFB1||LAP	VCAM1|1	TGFB1||LAP	8.764	1.357	-2.4539
VTN_TGFB1||LAP	VTN	TGFB1||LAP	8.802	1.4193	-2.5133
ALCAM|1_TGFB2|A	ALCAM|1	TGFB2|A	8.173	1.0755	-2.2769
BCAN|1_TGFB2|A	BCAN|1	TGFB2|A	8.26	1.1737	-2.3915
BGN_TGFB2|A	BGN	TGFB2|A	8.419	1.3472	-2.4788
CD44|1_TGFB2|A	CD44|1	TGFB2|A	8.21	1.3577	-2.6464
CDH15_TGFB2|A	CDH15	TGFB2|A	8.348	1.2417	-2.572
CDH1|1_TGFB2|A	CDH1|1	TGFB2|A	8.345	1.2598	-2.5488
CDH20_TGFB2|A	CDH20	TGFB2|A	8.393	1.2891	-2.5053
CDH3|1_TGFB2|A	CDH3|1	TGFB2|A	8.38	1.2646	-2.5079
CDH6|1_TGFB2|A	CDH6|1	TGFB2|A	8.228	1.0619	-2.1531
CDH8_TGFB2|A	CDH8	TGFB2|A	8.306	1.0542	-2.323
CEACAM6_TGFB2|A	CEACAM6	TGFB2|A	8.251	1.1492	-2.2863
COL1_TGFB2|A	COL1	TGFB2|A	8.261	1.0586	-2.4237
COL23A1|1_TGFB2|A	COL23A1|1	TGFB2|A	8.204	1.1878	-2.4496
COL2A1|2_TGFB2|A	COL2A1|2	TGFB2|A	8.228	1.073	-2.362
COL3A1|1_TGFB2|A	COL3A1|1	TGFB2|A	8.343	1.0392	-2.2751
COL4_TGFB2|A	COL4	TGFB2|A	8.471	1.2722	-2.4758
COL5A1_TGFB2|A	COL5A1	TGFB2|A	8.026	1.1431	-2.2992
DCN|A_TGFB2|A	DCN|A	TGFB2|A	8.383	1.2435	-2.5263
DSG2_TGFB2|A	DSG2	TGFB2|A	8.343	1.261	-2.5252
ECM1|1_TGFB2|A	ECM1|1	TGFB2|A	8.314	1.1205	-2.4922
ELN|3_TGFB2|A	ELN|3	TGFB2|A	8.234	1.2009	-2.0121
FBN1_TGFB2|A	FBN1	TGFB2|A	8.256	1.4315	-2.4507
FN1|1_TGFB2|A	FN1|1	TGFB2|A	8.398	1.3023	-2.3511
GAP43|1_TGFB2|A	GAP43|1	TGFB2|A	8.158	1.2502	-2.3365
HA<500kDa_TGFB2|A	HA<500kDa	TGFB2|A	8.098	1.147	-2.3034
HA>500kDa_TGFB2|A	HA>500kDa	TGFB2|A	8.094	1.1925	-2.3838
ICAM1_TGFB2|A	ICAM1	TGFB2|A	8.269	1.3997	-2.3809
ITGA10B1_TGFB2|A	ITGA10B1	TGFB2|A	8.416	1.2219	-2.2605
ITGA2B1_TGFB2|A	ITGA2B1	TGFB2|A	8.18	1.2718	-2.3771
ITGA3B1_TGFB2|A	ITGA3B1	TGFB2|A	8.115	1.1706	-2.4559
ITGA4B1_TGFB2|A	ITGA4B1	TGFB2|A	8.252	1.2079	-2.3978
ITGA6B4_TGFB2|A	ITGA6B4	TGFB2|A	8.491	1.2024	-2.5018
ITGA9B1_TGFB2|A	ITGA9B1	TGFB2|A	8.098	1.126	-2.3271
ITGAMB2_TGFB2|A	ITGAMB2	TGFB2|A	8.192	1.1239	-2.3569
ITGAVB6_TGFB2|A	ITGAVB6	TGFB2|A	8.324	1.292	-2.2551
LAMB1_TGFB2|A	LAMB1	TGFB2|A	8.362	1.0636	-2.3978
LUM_TGFB2|A	LUM	TGFB2|A	8.191	1.1852	-2.3695
Laminin3B32_TGFB2|A	Laminin3B32	TGFB2|A	8.42	1.0994	-2.2821
NID1|1_TGFB2|A	NID1|1	TGFB2|A	8.676	1.5545	-1.4845
OMD_TGFB2|A	OMD	TGFB2|A	8.45	1.1077	-2.5264
PECAM1|Long_TGFB2|A	PECAM1|Long	TGFB2|A	8.466	1.1586	-2.5709
POSTN|1_TGFB2|A	POSTN|1	TGFB2|A	8.053	1.0961	-2.4464
SPARC_TGFB2|A	SPARC	TGFB2|A	8.233	1.3709	-2.5526
SPP1|A_TGFB2|A	SPP1|A	TGFB2|A	8.172	1.2184	-2.6462
THBS1|1_TGFB2|A	THBS1|1	TGFB2|A	8.604	1.6594	-2.6134
TNC|1_TGFB2|A	TNC|1	TGFB2|A	7.956	1.1199	-2.38
VCAM1|1_TGFB2|A	VCAM1|1	TGFB2|A	8.476	1.3552	-2.5189
VTN_TGFB2|A	VTN	TGFB2|A	8.437	1.3479	-2.3977
ALCAM|1_THPO|1	ALCAM|1	THPO|1	9.088	1.4663	-2.4805
BCAN|1_THPO|1	BCAN|1	THPO|1	8.804	1.2762	-2.4907
BGN_THPO|1	BGN	THPO|1	8.969	1.2977	-2.5933
CD44|1_THPO|1	CD44|1	THPO|1	9.124	1.3315	-2.5397
CDH15_THPO|1	CDH15	THPO|1	9.095	1.3408	-2.3625
CDH1|1_THPO|1	CDH1|1	THPO|1	9.009	1.2695	-2.4986
CDH20_THPO|1	CDH20	THPO|1	9.053	1.3844	-2.5104
CDH3|1_THPO|1	CDH3|1	THPO|1	9.029	1.4871	-2.6031
CDH6|1_THPO|1	CDH6|1	THPO|1	8.943	1.1738	-2.6997
CDH8_THPO|1	CDH8	THPO|1	9.118	1.2181	-2.4641
CEACAM6_THPO|1	CEACAM6	THPO|1	8.982	1.1342	-2.2924
COL1_THPO|1	COL1	THPO|1	9.013	1.1798	-2.484
COL23A1|1_THPO|1	COL23A1|1	THPO|1	8.958	1.271	-2.3898
COL2A1|2_THPO|1	COL2A1|2	THPO|1	8.785	1.1952	-2.5525
COL3A1|1_THPO|1	COL3A1|1	THPO|1	8.967	1.1009	-2.519
COL4_THPO|1	COL4	THPO|1	9.46	1.6186	-2.5289
COL5A1_THPO|1	COL5A1	THPO|1	9.36	1.5869	-2.5543
DCN|A_THPO|1	DCN|A	THPO|1	8.757	1.3853	-2.6543
DSG2_THPO|1	DSG2	THPO|1	8.911	1.3526	-2.6908
ECM1|1_THPO|1	ECM1|1	THPO|1	8.959	1.3076	-2.5709
ELN|3_THPO|1	ELN|3	THPO|1	8.352	1.3764	-2.2867
FBN1_THPO|1	FBN1	THPO|1	9.182	1.1389	-2.4589
FN1|1_THPO|1	FN1|1	THPO|1	9.095	1.4335	-2.7043
GAP43|1_THPO|1	GAP43|1	THPO|1	8.616	1.5149	-2.662
HA<500kDa_THPO|1	HA<500kDa	THPO|1	8.88	1.1772	-2.5671
HA>500kDa_THPO|1	HA>500kDa	THPO|1	9.085	1.3452	-2.507
ICAM1_THPO|1	ICAM1	THPO|1	8.792	1.3562	-2.5338
ITGA10B1_THPO|1	ITGA10B1	THPO|1	8.856	1.1075	-2.4667
ITGA2B1_THPO|1	ITGA2B1	THPO|1	8.918	1.1739	-2.4744
ITGA3B1_THPO|1	ITGA3B1	THPO|1	8.814	1.1413	-2.4535
ITGA4B1_THPO|1	ITGA4B1	THPO|1	8.944	1.312	-2.4737
ITGA6B4_THPO|1	ITGA6B4	THPO|1	8.902	1.226	-2.6354
ITGA9B1_THPO|1	ITGA9B1	THPO|1	8.953	1.4094	-2.6285
ITGAMB2_THPO|1	ITGAMB2	THPO|1	8.973	1.3551	-2.68
ITGAVB6_THPO|1	ITGAVB6	THPO|1	8.866	1.2806	-2.4994
LAMB1_THPO|1	LAMB1	THPO|1	9.021	1.3767	-2.6923
LUM_THPO|1	LUM	THPO|1	9.231	1.5504	-2.7206
